year,district,marry_rate,household,pop,sex_ratio,Unnamed: 0,area,population_density, county,growth,g_ave,g_rate,in,out,family_pop,social_rate
108,金山,4.44753300903405,7137,21746,0.9722474152004352,2279,49.2132,435,新北市,-350,21571.0,-0.016225487923601,33,60,3.04693848956144,-27
108,萬里,4.46062812926718,7497,22042,1.011865644395765,2280,63.3766,345,新北市,-170,21957.0,-0.007742405610967,84,82,2.940109377084167,2
109,板橋,5.4415979734491,215365,557120,0.9478971088524568,2628,23.1373,24079,新北市,-6,557117.0,-1.07697305951892e-05,1547,1578,2.5868641608432195,-31
109,三重,5.30023429886583,153239,386236,0.9633794225294836,2629,16.317,23615,新北市,-908,385782.0,-0.002353660875831,1178,1217,2.5204810785766028,-39
109,中和,5.06379483745267,167648,413067,0.9375170032927757,2630,20.144,20414,新北市,-1853,412140.5,-0.004496039578736,1364,1378,2.4638945886619585,-14
109,永和,4.47768996656507,91318,220619,0.9004789552573093,2631,5.7138,38392,新北市,-1255,219991.5,-0.005704765865954,720,758,2.415942092468079,-38
109,新莊,5.51281777575356,157973,420684,0.9497413841048552,2632,19.7383,21413,新北市,1969,421668.5,0.004669544915022,1290,1235,2.663012033701962,55
109,新店,5.16,129159,303624,0.9210994197928464,2633,120.2255,2525,新北市,-92,303578.0,-0.000303052263339,943,1004,2.350776949341509,-61
109,樹林,5.13,67161,183906,0.992848086863236,2634,33.1288,5538,新北市,-436,183688.0,-0.002373590000436,539,583,2.7382856121856434,-44
109,鶯歌,5.98133411251096,31070,86945,1.0032025436029768,2635,21.1248,4150,新北市,729,87309.5,0.00834960685836,378,283,2.79835854522047,95
109,三峽,5.17,43987,116587,0.9979949273375376,2636,191.4508,611,新北市,330,116752.0,0.002826504042757,385,399,2.650487644076659,-14
109,淡水,5.77,80388,179036,0.9172842150353396,2637,70.6565,2594,新北市,4242,181157.0,0.023416152839802,822,459,2.2271483305966067,363
109,汐止,5.40955247803438,89747,203621,0.9478925517056652,2638,71.2354,2890,新北市,2226,204734.0,0.010872644504577,861,634,2.268833498612767,227
109,瑞芳,4.60483635022197,16150,39495,1.018140010219724,2639,70.7336,552,新北市,-418,39286.0,-0.010639922618745,96,136,2.445510835913313,-40
109,土城,5.73141753838978,88280,237762,0.9681307219840074,2640,29.5578,8061,新北市,515,238019.5,0.002163688269238,783,758,2.693271409152696,25
109,蘆洲,5.95045246686567,72504,202026,0.961398433024922,2641,7.4351,27230,新北市,430,202241.0,0.002126176195727,625,682,2.7864117841774245,-57
109,五股,5.7587197836254,33681,88165,1.0129455010388364,2642,34.8632,2566,新北市,1305,88817.5,0.014693050356067,452,235,2.6176479320685253,217
109,泰山,5.52292842462921,28819,78731,0.9747918129828432,2643,19.1603,4092,新北市,-319,78571.5,-0.004059996309094,235,316,2.7319129740796004,-81
109,林口,5.93815199303978,46559,116000,0.9452642876308024,2644,54.1519,2238,新北市,5192,118596.0,0.043778879557489,870,391,2.491462445499259,479
109,深坑,4.85,9709,23714,0.9981462756993597,2645,20.5787,1153,新北市,9,23718.5,0.000379450639796,83,78,2.442476053146565,5
109,石碇,3.03,3407,7622,1.2041642567958355,2646,144.3498,52,新北市,-57,7593.5,-0.007506419964443,16,29,2.237158790724978,-13
109,坪林,2.9868578255675,2543,6698,1.2011173184357542,2647,170.835,39,新北市,5,6700.5,0.000746212969181,13,11,2.6338969720802203,2
109,烏來,7.47,1904,6434,0.9496969696969696,2656,321.1306,20,新北市,-18,6425.0,-0.002801556420233,24,36,3.379201680672269,-12
109,三芝,3.79623907477708,9549,22721,1.0578751924644507,2648,65.9909,342,新北市,-181,22630.5,-0.007998055721261,70,64,2.3794114566970364,6
109,石門,3.17405850561894,4284,11816,1.0795494544174586,2649,51.2645,224,新北市,-336,11648.0,-0.028846153846154,18,41,2.758169934640523,-23
109,八里,5.272984156,15281,39555,0.9950068088969588,2650,39.4933,1006,新北市,186,39648.0,0.004691283292978,141,116,2.588508605457758,25
109,平溪,1.56075808249721,2274,4533,1.240731586752348,2651,71.3382,62,新北市,-109,4478.5,-0.024338506196271,11,13,1.9934036939313984,-2
109,雙溪,2.56814334909239,3769,8632,1.1875316776482514,2652,146.2484,58,新北市,-164,8550.0,-0.019181286549708,20,24,2.290262669143009,-4
109,貢寮,3.52718874658828,4351,12006,1.0484558948984817,2653,99.9734,118,新北市,-224,11894.0,-0.018833025054649,19,35,2.759365663065962,-16
109,金山,4.04486983514804,7149,21377,0.9696858011609694,2654,49.2132,429,新北市,-250,21252.0,-0.01176359872012,19,71,2.990208420758148,-52
109,萬里,4.08425496764719,7512,21840,1.005693819450822,2655,63.3766,343,新北市,-130,21775.0,-0.005970149253731,50,75,2.9073482428115014,-25
110,板橋,4.6205399580295,217997,556901,0.9455056768558951,3003,23.1373,23888,新北市,-4188,554807.0,-0.007548570944491,1802,1960,2.554626898535301,-158
110,三重,4.79233018581361,154737,384975,0.9618659831115688,3004,16.317,23395,新北市,-3244,383353.0,-0.008462174549306,1120,1335,2.4879311347641484,-215
110,中和,4.42647861269413,168900,410834,0.936078869363192,3005,20.144,20162,新北市,-4694,408487.0,-0.01149118576601,1539,1721,2.4324097098875073,-182
110,永和,4.17653817019738,91828,219171,0.8998379029671558,3006,5.7138,37622,新北市,-4204,217069.0,-0.019367113682746,850,901,2.3867556736507383,-51
110,新莊,5.0021681591026,161187,422851,0.9497362548184216,3007,19.7383,21348,新北市,-1470,422116.0,-0.003482455059747,1443,1451,2.623356722316316,-8
110,新店,5.05281585072311,130451,303293,0.921095803642122,3008,120.2255,2493,新北市,-3597,301494.5,-0.011930565897554,1062,1297,2.3249572636468865,-235
110,樹林,4.74036121990404,67560,183302,0.9925863118532048,3009,33.1288,5491,新北市,-1399,182602.5,-0.007661450418258,619,725,2.7131734754292482,-106
110,鶯歌,5.54022923125053,31896,87673,1.0040000914306613,3010,21.1248,4172,新北市,458,87902.0,0.00521034788742,391,321,2.7487145723601705,70
110,三峽,4.79960160730845,44583,116866,0.997982630103262,3011,191.4508,606,新北市,-847,116442.5,-0.007273976426133,423,431,2.6213130565462173,-8
110,淡水,5.24866001764027,83184,183488,0.916603994317707,3012,70.6565,2621,新北市,1709,184342.5,0.009270786714946,891,750,2.2058088093864203,141
110,汐止,4.96798490664996,91241,205788,0.9469800181653044,3013,71.2354,2892,新北市,202,205889.0,0.000981111181268,875,795,2.2554334126105586,80
110,瑞芳,4.20504088950804,16169,38993,1.0199440530460009,3014,70.7336,544,新北市,-544,38721.0,-0.014049223935332,69,100,2.4115900797822993,-31
110,土城,4.96047385136655,89570,238192,0.9665136554274958,3015,29.5578,8035,新北市,-708,237838.0,-0.002976816152171,792,854,2.659283242156972,-62
110,蘆洲,5.00068078575054,73507,202536,0.958440101724088,3016,7.4351,27100,新北市,-1047,202012.5,-0.005182847596065,643,701,2.7553294244085595,-58
110,五股,5.70205907688888,34708,89529,1.0107128419350493,3017,34.8632,2595,新北市,936,89997.0,0.010400346678223,469,295,2.5794917598248244,174
110,泰山,4.73492746835362,29053,78399,0.9743383112140824,3018,19.1603,4042,新北市,-948,77925.0,-0.012165543792108,195,371,2.69848208446632,-176
110,林口,5.51623138882109,49032,121437,0.946136957323034,3019,54.1519,2301,新北市,3191,123032.5,0.025936236360311,897,543,2.4766886930983847,354
110,深坑,5.32,9807,23742,0.9993263157894736,3020,20.5787,1149,新北市,-96,23694.0,-0.004051658647759,106,108,2.420923829917406,-2
110,石碇,3.72,3406,7562,1.202096680256261,3021,144.3498,52,新北市,-75,7524.5,-0.00996743969699,10,36,2.220199647680564,-26
110,坪林,3.0,2545,6700,1.193126022913257,3022,170.835,39,新北市,-81,6659.5,-0.012163075305954,28,25,2.6326129666011786,3
110,烏來,6.24658389943,1912,6420,0.954337899543379,3031,321.1306,20,新北市,-29,6405.5,-0.004527359300601,18,40,3.3577405857740588,-22
110,三芝,3.56371249749426,9593,22529,1.0568793937733951,3023,65.9909,339,新北市,-172,22443.0,-0.007663859555318,82,80,2.3484832690503494,2
110,石門,4.76337493935518,4241,11475,1.0848473837209305,3024,51.2645,218,新北市,-282,11334.0,-0.024880889359449,19,49,2.705729780712096,-30
110,八里,5.53059973222888,15591,39751,0.9941306310825724,3025,39.4933,1017,新北市,427,39964.5,0.010684482478199,179,153,2.5496119556154193,26
110,平溪,2.05549845837616,2247,4412,1.266050333846944,3026,71.3382,61,新北市,-79,4372.5,-0.018067467124071,18,12,1.9635068980863373,6
110,雙溪,4.0711249476142,3726,8436,1.187192118226601,3027,146.2484,56,新北市,-201,8335.5,-0.024113730430088,11,30,2.2640901771336552,-19
110,貢寮,3.08800823468863,4349,11751,1.0461431307678914,3028,99.9734,115,新北市,-217,11642.5,-0.018638608546274,13,43,2.7020004598758334,-30
110,金山,2.85911700936361,7201,21096,0.9673598806304206,3029,49.2132,424,新北市,-252,20970.0,-0.012017167381974,53,56,2.9295931120677685,-3
110,萬里,4.58630593903456,7544,21672,1.0011080332409972,3030,63.3766,339,新北市,-210,21567.0,-0.009737098344693,51,83,2.872746553552492,-32
102,松山,6.15,79641,211009,0.899629993067997,30,9.2878,22647,臺北市,-666,210676.0,-0.003161252349579,12056,13174,2.6495021408570962,-1118
102,信義,7.45,88041,227907,0.925280462255863,31,11.2077,20387,臺北市,589,228201.5,0.002581052271786,12254,12360,2.5886461989300438,-106
102,大安,6.53,118946,313542,0.884606599747551,32,11.3614,27581,臺北市,-179,313452.5,-0.000571059410916,19017,19998,2.63600289206867,-981
102,中山,7.99,96120,227037,0.881205100797932,33,13.6821,16719,臺北市,1716,227895.0,0.007529783452906,15879,14887,2.362016229712859,992
102,中正,6.39,63976,162295,0.924385790172643,34,7.6071,21446,臺北市,845,162717.5,0.00519304930324,12093,11653,2.5368106790046268,440
102,大同,7.05,49858,128921,0.963941868259095,35,5.6815,22850,臺北市,899,129370.5,0.006949033976061,7989,7395,2.5857635685346385,594
102,萬華,7.51,76559,192703,0.984439844707385,36,8.8522,21857,臺北市,777,193091.5,0.004023998984937,10766,10327,2.517052208100942,439
102,文山,6.57,100854,269516,0.934149527076486,37,31.509,8612,臺北市,1825,270428.5,0.006748549061952,13841,12916,2.6723382315029647,925
102,南港,7.71,44255,118540,0.958367751528168,38,21.8424,5483,臺北市,1212,119146.0,0.010172393533984,7458,6878,2.6785673935148573,580
102,內湖,7.15,102277,280219,0.925268639898865,39,31.5787,8957,臺北市,2623,281530.5,0.009316930137232,15559,14384,2.739804648161366,1175
102,士林,7.38,104103,289164,0.941297313264498,40,62.3682,4646,臺北市,578,289453.0,0.001996869958162,13736,13880,2.7776721131955853,-144
102,北投,6.94,92776,254180,0.941461328119033,41,56.8216,4496,臺北市,1264,254812.0,0.00496051991272,12039,11876,2.7397171682331636,163
103,松山,6.3,79797,210411,0.897320985761819,405,9.2878,22661,臺北市,62,210442.0,0.000294617994507,12024,12675,2.636828452197451,-651
103,信義,7.2,88435,228621,0.922897707201373,406,11.2077,20491,臺北市,1036,229139.0,0.0045212731137,12301,12176,2.585186860405948,125
103,大安,6.8,119437,313461,0.882038257862315,407,11.3614,27610,臺北市,232,313577.0,0.000739850180338,18975,19518,2.6244882239172114,-543
103,中山,7.57,97352,228926,0.878829660634413,408,13.6821,16847,臺北市,1570,229711.0,0.006834674874081,15164,14601,2.3515284739912894,563
103,中正,6.43,64607,163235,0.920411764705882,409,7.6071,21478,臺北市,153,163311.5,0.000936859927194,12060,12347,2.5265838067082513,-287
103,大同,7.3,50580,129949,0.959512643816819,410,5.6815,23053,臺北市,1024,130461.0,0.007849088999778,7858,7360,2.5691775405298536,498
103,萬華,7.48,77223,193458,0.980873002058098,411,8.8522,21996,臺北市,1257,194086.5,0.006476493728312,11095,10433,2.5051862786993513,662
103,文山,6.78,101965,271555,0.931483562598688,412,31.509,8693,臺北市,2366,272738.0,0.008674992116977,14195,12760,2.663217770803707,1435
103,南港,7.88,45109,119955,0.958193215580006,413,21.8424,5551,臺北市,1302,120606.0,0.0107954828118,7395,6614,2.6592254317320267,781
103,內湖,7.28,103858,283085,0.922061080104833,414,31.5787,9049,臺北市,2682,284426.0,0.009429517695288,14762,13639,2.7256927728244333,1123
103,士林,7.38,104779,289898,0.939882629265061,415,62.3682,4657,臺北市,557,290176.5,0.001919521394737,13135,13713,2.7667566974298285,-578
103,北投,7.14,93862,255586,0.938680926916221,416,56.8216,4532,臺北市,1934,256553.0,0.007538403370843,12217,11393,2.72299759220984,824
104,松山,6.16,80051,210433,0.894802715698104,780,9.2878,22580,臺北市,-719,210073.5,-0.003422611609746,10899,12321,2.6287366803662664,-1422
104,信義,7.29,89207,229854,0.92192046556741,781,11.2077,20451,臺北市,-643,229532.5,-0.002801346214588,10772,12223,2.5766363626172835,-1451
104,大安,6.2,120229,313926,0.88023550409976,782,11.3614,27555,臺北市,-868,313492.0,-0.002768810687354,16960,18604,2.611067213401093,-1644
104,中山,7.34,98459,230833,0.876355448618946,783,13.6821,16909,臺北市,517,231091.5,0.002237209070866,13414,13622,2.3444580993103727,-208
104,中正,6.78,65110,163403,0.916525920713113,784,7.6071,21358,臺北市,-928,162939.0,-0.005695382934718,10348,11828,2.5096452157886655,-1480
104,大同,6.93,51197,131036,0.95593635250918,785,5.6815,23045,臺北市,-107,130982.5,-0.000816903021396,7067,7556,2.559446842588433,-489
104,萬華,7.07,78148,194833,0.976896149358226,786,8.8522,21954,臺北市,-494,194586.0,-0.002538723238054,9111,9955,2.493128422992271,-844
104,文山,6.67,103349,274129,0.928950905265528,787,31.509,8739,臺北市,1238,274748.0,0.004505947268042,12545,12511,2.6524591432911784,34
104,南港,7.65,45923,121386,0.954497150033813,788,21.8424,5597,臺北市,859,121815.5,0.007051647778813,6696,6473,2.643250658711321,223
104,內湖,7.64,105468,286047,0.919817177527064,789,31.5787,9106,臺北市,1519,286806.5,0.005296253745993,13328,13435,2.712168619865741,-107
104,士林,7.26,105599,290649,0.936949785078804,790,62.3682,4661,臺北市,45,290671.5,0.000154813939447,11936,13015,2.7523840187880566,-1079
104,北投,6.67,95094,257604,0.935068056849253,791,56.8216,4538,臺北市,258,257733.0,0.001001035955815,10653,11572,2.7089406271689067,-919
105,松山,5.99,80250,209689,0.891646368967073,1155,9.2878,22430,臺北市,-1363,209007.5,-0.006521297082641,10732,12756,2.6129470404984425,-2024
105,信義,7.08,89499,229139,0.919408611157648,1156,11.2077,20327,臺北市,-1316,228481.0,-0.005759778712453,9814,11977,2.56024089654633,-2163
105,大安,5.8,120378,312909,0.878915796489669,1157,11.3614,27418,臺北市,-1403,312207.5,-0.004493806202606,16277,18658,2.5993869311668245,-2381
105,中山,7.16,99113,231286,0.875236141628222,1158,13.6821,16901,臺北市,-39,231266.5,-0.000168636616198,12845,13872,2.3335586653617586,-1027
105,中正,5.87,65275,162549,0.914728956109972,1159,7.6071,21086,臺北市,-2146,161476.0,-0.013289900666353,9774,12345,2.490218307162007,-2571
105,大同,6.79,51522,131029,0.954868933414892,1160,5.6815,22894,臺北市,-958,130550.0,-0.0073381846036,6322,7674,2.5431660261635805,-1352
105,萬華,6.85,78341,194314,0.974093790637191,1161,8.8522,21863,臺北市,-775,193926.5,-0.00399635944546,9292,10396,2.480361496534382,-1104
105,文山,6.16,104436,275433,0.9268864294609,1162,31.509,8735,臺北市,-202,275332.0,-0.000733659727166,11921,13073,2.637337699643801,-1152
105,南港,7.31,46452,122296,0.954765596278951,1163,21.8424,5609,臺北市,220,122406.0,0.001797297518096,6327,6746,2.6327391716180144,-419
105,內湖,7.02,106574,287726,0.918684982662043,1164,31.5787,9112,臺北市,7,287729.5,2.43284056726891e-05,12154,13698,2.6997766809916115,-1544
105,士林,6.92,106295,290682,0.934732834589068,1165,62.3682,4649,臺北市,-743,290310.5,-0.002559328718734,11394,13320,2.7346723740533423,-1926
105,北投,6.51,95724,257922,0.933491757685705,1166,56.8216,4529,臺北市,-552,257646.0,-0.002142474558115,10229,11682,2.6944339977435128,-1453
106,松山,5.16,80325,208289,0.887513479714728,1531,9.2878,22286,臺北市,-1301,207638.5,-0.006265697353814,10168,11911,2.5930781201369437,-1743
106,信義,6.67,89502,227666,0.9163482096261,1532,11.2077,20143,臺北市,-1913,226709.5,-0.008438111327492,9289,11918,2.543697347545306,-2629
106,大安,5.39,120529,311404,0.877647002074188,1533,11.3614,27283,臺北市,-1435,310686.5,-0.004618803842459,16253,18244,2.583643770378913,-1991
106,中山,6.69,99650,231332,0.873619075387955,1534,13.6821,16862,臺北市,-622,231021.0,-0.002692395929374,12411,13555,2.3214450577019567,-1144
106,中正,4.94,65013,160484,0.91380461743942,1535,7.6071,20981,臺北市,-876,160046.0,-0.005473426389913,10315,11526,2.468490917201175,-1211
106,大同,6.23,51564,129943,0.953266392087304,1536,5.6815,22754,臺北市,-665,129610.5,-0.005130757153163,6313,7451,2.5200333566053836,-1138
106,萬華,6.21,78519,193415,0.968219886230652,1537,8.8522,21673,臺北市,-1565,192632.5,-0.008124278094299,8471,10404,2.4632891402081025,-1933
106,文山,5.62,105011,275233,0.923670471144908,1538,31.509,8709,臺北市,-809,274828.5,-0.002943653951464,11369,13075,2.6209920865433145,-1706
106,南港,6.61,46800,122444,0.957131211738568,1539,21.8424,5593,臺北市,-289,122299.5,-0.002363051361616,5828,6775,2.6163247863247863,-947
106,內湖,6.44,107228,287861,0.916977438001119,1540,31.5787,9113,臺北市,-90,287816.0,-0.000312699780415,11820,13286,2.684569328906629,-1466
106,士林,6.22,106819,289916,0.933495171530705,1541,62.3682,4622,臺北市,-1621,289105.5,-0.005606949712129,10762,13139,2.7140864452953126,-2377
106,北投,6.05,96433,257384,0.932384849281129,1542,56.8216,4513,臺北市,-928,256920.0,-0.00361201930562,9674,11411,2.6690448290522952,-1737
107,松山,5.02,80849,207107,0.883236037608889,1907,9.2878,22148,臺北市,-1405,206404.5,-0.006807022133723,10685,12188,2.5616519684844588,-1503
107,信義,5.91,89482,225561,0.913106536729345,1908,11.2077,19933,臺北市,-2155,224483.5,-0.009599814685712,10022,12687,2.520741601662904,-2665
107,大安,5.22,120762,309835,0.876309574274814,1909,11.3614,27184,臺北市,-992,309339.0,-0.003206837805773,17091,18500,2.565666351998145,-1409
107,中山,6.08,100269,230558,0.869257835935853,1910,13.6821,16771,臺北市,-1102,230007.0,-0.004791158529958,12690,14401,2.299394628449471,-1711
107,中正,4.68,65142,159598,0.913300965054247,1911,7.6071,20902,臺北市,-598,159299.0,-0.003753946980207,10750,11609,2.4500015351079183,-859
107,大同,5.75,51809,129208,0.952401819308239,1912,5.6815,22463,臺北市,-1583,128416.5,-0.012327076349223,6565,8373,2.4939296261267345,-1808
107,萬華,5.99,78630,191747,0.965527138537235,1913,8.8522,21419,臺北市,-2144,190675.0,-0.011244263799659,8814,11012,2.4385984993005216,-2198
107,文山,5.68,105573,274379,0.922498598654708,1914,31.509,8688,臺北市,-617,274070.5,-0.002251245573675,11807,13136,2.598950489234937,-1329
107,南港,5.87,47069,122187,0.956306638060777,1915,21.8424,5570,臺北市,-517,121928.5,-0.004240189947387,6318,7220,2.5959123839469713,-902
107,內湖,6.11,108019,287842,0.914836151727625,1916,31.5787,9102,臺北市,-413,287635.5,-0.00143584501913,12140,13716,2.664734907747711,-1576
107,士林,5.99,107080,288340,0.932560773721356,1917,62.3682,4594,臺北市,-1796,287442.0,-0.00624821703161,11103,13395,2.692753081807994,-2292
107,北投,5.6,96793,256359,0.928584325113221,1918,56.8216,4497,臺北市,-827,255945.5,-0.003231156632955,10301,11681,2.648528302666515,-1380
108,松山,4.98,81155,205633,0.88177641934185,2282,9.2878,21985,臺北市,-1440,204913.0,-0.007027372592271,10806,12519,2.533830324687327,-1713
108,信義,5.89,89553,223113,0.91049210929673,2283,11.2077,19631,臺北市,-3092,221567.0,-0.013955146750193,9174,12705,2.491407323037754,-3531
108,大安,5.17,121333,308686,0.873310636541834,2284,11.3614,27077,臺北市,-1055,308158.5,-0.0034235628743,17392,18711,2.544122373962566,-1319
108,中山,5.86,100485,229309,0.868143416947054,2285,13.6821,16619,臺北市,-1922,228348.0,-0.0084169775956,12238,14642,2.28202219236702,-2404
108,中正,4.93,65464,158903,0.913041907949388,2286,7.6071,20772,臺北市,-889,158458.5,-0.005610301750932,11214,12361,2.427334107295613,-1147
108,大同,5.87,51853,127651,0.948067208936774,2287,5.6815,22185,臺北市,-1608,126847.0,-0.012676689239793,6522,8193,2.4617862033054982,-1671
108,萬華,5.82,78768,189387,0.961299475984342,2288,8.8522,21133,臺北市,-2311,188231.5,-0.012277434967049,8634,11073,2.404364716636197,-2439
108,文山,5.23,106712,273686,0.919633588642931,2289,31.509,8626,臺北市,-1880,272746.0,-0.006892860023612,11705,14005,2.564716245595622,-2300
108,南港,5.83,47391,121576,0.955100990608517,2290,21.8424,5507,臺北市,-1279,120936.5,-0.010575798042775,5676,7417,2.565381612542466,-1741
108,內湖,5.85,108732,287442,0.913142446387924,2291,31.5787,9050,臺北市,-1647,286618.5,-0.005746314351656,11784,14540,2.6435823860501046,-2756
108,士林,5.77,107515,286339,0.92984619946891,2292,62.3682,4545,臺北市,-2880,284899.0,-0.010108845590894,10483,13957,2.6632469887922614,-3474
108,北投,5.89,97367,255183,0.927247598332427,2293,56.8216,4458,臺北市,-1864,254251.0,-0.007331337929841,9908,12386,2.620836628426469,-2478
109,松山,4.25,81289,204043,0.878209081620442,2657,9.2878,21568,臺北市,-3727,202179.5,-0.018434114240069,9945,13888,2.5100936166024925,-3943
109,信義,5.37,89351,219744,0.905796033060718,2658,11.2077,19205,臺北市,-4504,217492.0,-0.020708807680282,8450,13385,2.459334534588309,-4935
109,大安,4.42,121609,307526,0.869720386437009,2659,11.3614,26638,臺北市,-4882,305085.0,-0.01600209777603,15634,20773,2.5288095453461503,-5139
109,中山,5.48,100682,227266,0.86636992994933,2660,13.6821,16363,臺北市,-3390,225571.0,-0.015028527603282,11645,15366,2.2572654496334996,-3721
109,中正,4.15,65697,157743,0.908797192642788,2661,7.6071,20428,臺北市,-2346,156570.0,-0.014983713355049,10597,13265,2.4010685419425544,-2668
109,大同,4.57,51900,125909,0.942350708853339,2662,5.6815,21799,臺北市,-2060,124879.0,-0.016495968097118,6489,8670,2.4259922928709057,-2181
109,萬華,5.15,79252,186848,0.959786450739976,2663,8.8522,20683,臺北市,-3760,184968.0,-0.020327840491328,8007,11627,2.357643971130066,-3620
109,文山,4.53,107333,271674,0.916476787742404,2664,31.509,8510,臺北市,-3544,269902.0,-0.013130691880757,10677,14520,2.5311320842611313,-3843
109,南港,5.35,47575,120161,0.955172638224478,2665,21.8424,5437,臺北市,-1403,119459.5,-0.011744566150034,5978,7676,2.525717288491855,-1698
109,內湖,5.22,109495,285526,0.910269018993905,2666,31.5787,8947,臺北市,-3001,284025.5,-0.010565952704951,11131,15237,2.6076624503401984,-4106
109,士林,5.07,108095,283282,0.929359041593168,2667,62.3682,4465,臺北市,-4831,280866.5,-0.017200342511478,9693,14888,2.620676256996161,-5195
109,北投,4.76,97928,253155,0.924035721071632,2668,56.8216,4402,臺北市,-3011,251649.5,-0.011965054569947,9316,12707,2.5851135528143128,-3391
110,松山,3.68,80890,199971,0.87646385406501,3032,9.2878,20822,臺北市,-6583,196679.5,-0.033470697251112,9077,15810,2.4721349981456298,-6733
110,信義,4.94,88858,214669,0.903988576192715,3033,11.2077,18514,臺北市,-7169,211084.5,-0.033962702140612,7986,15538,2.415865763352765,-7552
110,大安,3.99,121031,301912,0.870988132494655,3034,11.3614,25649,臺北市,-10502,296661.0,-0.035400676192691,13833,24692,2.494501408729995,-10859
110,中山,4.73,100705,223438,0.86299245424605,3035,13.6821,15755,臺北市,-7871,219502.5,-0.035858361522078,10745,18945,2.2187378978203665,-8200
110,中正,3.88,65758,155257,0.908201516659907,3036,7.6071,19803,臺北市,-4613,152950.5,-0.030160084471774,9252,13938,2.3610359195839288,-4686
110,大同,3.85,52156,123648,0.94067237969677,3037,5.6815,21257,臺北市,-2876,122210.0,-0.023533262417151,6435,9255,2.370733951990183,-2820
110,萬華,4.5,79333,182625,0.957458439178109,3038,8.8522,19952,臺北市,-6008,179621.0,-0.033448204831284,6829,12506,2.302005470611221,-5677
110,文山,4.14,107720,267830,0.914397832784143,3039,31.509,8302,臺北市,-6254,264703.0,-0.023626479488332,9712,16149,2.4863535090976607,-6437
110,南港,4.85,48003,118548,0.951246810962061,3040,21.8424,5301,臺北市,-2768,117164.0,-0.023625004267522,5365,8328,2.469595650271858,-2963
110,內湖,4.84,109861,281975,0.910089145396412,3041,31.5787,8762,臺北市,-5268,279341.0,-0.018858670943399,10927,17347,2.5666524062224085,-6420
110,士林,4.85,108081,277933,0.928055108496587,3042,62.3682,4324,臺北市,-8251,273807.5,-0.030134309688376,8966,17424,2.571525059908772,-8458
110,北投,4.42,98108,249829,0.922678508211609,3043,56.8216,4307,臺北市,-5079,247289.5,-0.0205386803726,8931,14223,2.5464691972112368,-5292
