year,district,household,pop,sex_ratio,district_area,density,in,out,family_pop,social_rate,growth,g_ave,g_rate,marry_rate
2017,萬里,7461,22471,1.0119079595308442,63.3766,352,64,70,3.0117946655944245,-6,-175,22383.5,-0.0078182589854133,4.644308489
2017,蘆洲,70279,200760,0.9684861796111268,7.4351,27075,643,556,2.8566143513709643,87,549,201034.5,0.0027308745513829,6.387884909
2017,貢寮,4413,12689,1.0429882466591531,99.9734,126,34,38,2.875368230228869,-4,-137,12620.5,-0.0108553543837407,3.959141658
2017,金山,7070,22188,0.9768353528153956,49.2132,447,43,57,3.138330975954738,-14,-173,22101.5,-0.0078275230187996,5.065352
2017,雙溪,3817,9076,1.1759769839367058,146.2484,61,18,22,2.377783599685617,-4,-137,9007.5,-0.0152095475992228,2.442680286
2017,鶯歌,29594,87163,1.005129974695192,21.1248,4099,278,287,2.94529296479016,-9,-570,86878.0,-0.0065609245148368,6.04059278350516
2018,三峽,42717,115001,1.0054233150231058,191.4508,605,498,443,2.692160029964651,55,819,115410.5,0.0070964080391298,6.17
2018,三芝,9488,23186,1.0589645679779771,65.9909,348,74,97,2.443718381112985,-23,-208,23082.0,-0.0090113508361493,4.46099874399065
2018,三重,151043,387125,0.9684288670697168,16.317,23646,1145,1422,2.563011857550499,-277,-1299,386475.5,-0.0033611444968697,6.23
2018,中和,165183,413291,0.9462085073720198,20.144,20477,1332,1520,2.502018972896727,-188,-805,412888.5,-0.0019496789084704,5.87
2018,中山,100269,230558,0.8692578359358532,13.6821,16771,12690,14401,2.299394628449471,-1711,-1102,230007.0,-0.0047911585299577,6.08
2018,中正,65142,159598,0.9133009650542468,7.6071,20902,10750,11609,2.4500015351079183,-859,-598,159299.0,-0.003753946980207,4.68
2018,五股,31540,85042,1.0186574249905052,34.8632,2476,392,297,2.6963221306277743,95,1287,85685.5,0.015020044231521,6.09642156404746
2018,信義,89482,225561,0.9131065367293452,11.2077,19933,10022,12687,2.520741601662904,-2665,-2155,224483.5,-0.0095998146857118,5.91
2018,內湖,108019,287842,0.9148361517276248,31.5787,9102,12140,13716,2.664734907747711,-1576,-413,287635.5,-0.0014358450191301,6.11
2018,八里,14599,38471,0.9959014267185472,39.4933,985,155,130,2.635180491814508,25,435,38688.5,0.011243651214185,5.45226682515278
2018,北投,96793,256359,0.9285843251132208,56.8216,4497,10301,11681,2.648528302666515,-1380,-827,255945.5,-0.003231156632955,5.6
2018,南港,47069,122187,0.9563066380607768,21.8424,5570,6318,7220,2.595912383946972,-902,-517,121928.5,-0.0042401899473871,5.87
2018,土城,86936,237885,0.9747229485742748,29.5578,8015,665,815,2.736323272292261,-150,-984,237393.0,-0.0041450253377311,6.42148523690017
2018,坪林,2511,6521,1.244750430292599,170.835,39,22,10,2.596973317403425,12,91,6566.5,0.0138582197517703,3.34855403348554
2018,士林,107080,288340,0.9325607737213556,62.3682,4594,11103,13395,2.692753081807994,-2292,-1796,287442.0,-0.0062482170316098,5.99
2018,大同,51809,129208,0.9524018193082396,5.6815,22463,6565,8373,2.4939296261267345,-1808,-1583,128416.5,-0.012327076349223,5.75
2018,大安,120762,309835,0.8763095742748138,11.3614,27184,17091,18500,2.565666351998145,-1409,-992,309339.0,-0.0032068378057729,5.22
2018,平溪,2298,4712,1.2470195517405818,71.3382,65,21,15,2.050478677110531,6,-46,4689.0,-0.0098101940712305,2.49
2018,文山,105573,274379,0.9224985986547084,31.509,8688,11807,13136,2.598950489234937,-1329,-617,274070.5,-0.0022512455736753,5.68
2018,新店,126697,302070,0.9263931227121412,120.2255,2514,981,1103,2.384192206603156,-122,161,302150.5,0.0005328470414578,5.68572941487953
2018,新莊,153411,416640,0.9533052039381154,19.7383,21165,1258,1374,2.715841758413673,-116,1114,417197.0,0.0026702013676991,6.34800390277581
2018,松山,80849,207107,0.8832360376088894,9.2878,22148,10685,12188,2.5616519684844588,-1503,-1405,206404.5,-0.0068070221337228,5.02
2018,板橋,208540,551452,0.9538822395600812,23.1373,23976,1790,1688,2.644346408362904,102,3290,553097.0,0.0059483237117539,6.08196184852588
2018,林口,42046,106316,0.947821626177128,54.1519,2033,592,393,2.528563953764924,199,3765,108198.5,0.0347971552285845,6.65180264776901
2018,樹林,66459,184105,0.9951990809978976,33.1288,5552,562,738,2.770204186039513,-176,-159,184025.5,-0.0008640106941701,6.05821866637689
2018,永和,90950,222531,0.9035525178994552,5.7138,38695,799,1009,2.446739967014844,-210,-1433,221814.5,-0.0064603531329106,5.14
2018,汐止,86983,199457,0.9523599772909692,71.2354,2815,737,718,2.293057264063093,19,1078,199996.0,0.005390107802156,5.78208154935777
2018,泰山,28485,78883,0.984927404947032,19.1603,4108,272,267,2.769282078286817,5,-175,78795.5,-0.0022209390130147,5.78610446710105
2018,淡水,74852,169741,0.9212772218952324,70.6565,2456,807,561,2.2676882381232297,246,3761,171621.5,0.0219145037189396,6.21977913080481
2018,深坑,9607,23662,1.0011840324763193,20.5787,1148,98,75,2.462995732278547,23,-28,23648.0,-0.0011840324763193,6.08956738698355
2018,烏來,1866,6325,0.9740948813982522,321.1306,20,43,30,3.389603429796356,13,113,6381.5,0.0177074355559037,6.74
2018,瑞芳,16205,40310,1.0197414570598256,70.7336,565,107,136,2.4875038568343104,-29,-328,40146.0,-0.0081701788472076,4.68
2018,石碇,3375,7676,1.21978021978022,144.3498,54,32,33,2.27437037037037,-1,55,7703.5,0.0071396118647368,4.54132606721163
2018,石門,4303,12284,1.0708024275118004,51.2645,236,42,25,2.85475249825703,17,-169,12199.5,-0.0138530267633919,5.16372279824597
2018,萬華,78630,191747,0.9655271385372354,8.8522,21419,8814,11012,2.4385984993005216,-2198,-2144,190675.0,-0.0112442637996591,5.99
2018,萬里,7485,22275,1.010379061371841,63.3766,348,67,77,2.975951903807615,-10,-207,22171.5,-0.0093363101278668,4.91389414840862
2018,蘆洲,71004,201313,0.9647960179582276,7.4351,27079,605,722,2.8352346346684696,-117,19,201322.5,9.43759391026835e-05,6.37292277736246
2018,貢寮,4398,12537,1.034566699123661,99.9734,123,13,44,2.850613915416098,-31,-236,12419.0,-0.0190031403494645,3.38
2018,金山,7110,22028,0.9729511867442902,49.2132,442,49,80,3.0981715893108297,-31,-254,21901.0,-0.0115976439431989,4.29331567288588
2018,雙溪,3816,8932,1.1764132553606237,146.2484,61,46,34,2.340670859538784,12,-72,8896.0,-0.0080935251798561,2.25
2018,鶯歌,29829,86577,1.0053970165848234,21.1248,4088,340,391,2.9024439304032987,-51,-216,86469.0,-0.0024980050653991,6.25599870485794
2019,三峽,43271,115896,1.001070497435986,191.4508,608,397,363,2.678375817522128,34,582,116187.0,0.0050091662578429,5.62
2019,三芝,9511,22941,1.0621123595505615,65.9909,345,69,72,2.412049206182316,-3,-173,22854.5,-0.0075696252379181,4.98404232064006
2019,三重,151843,385725,0.965768189949088,16.317,23677,1186,1328,2.54028832412426,-142,611,386030.5,0.0015827764904586,5.91585703518174
2019,中和,166138,412326,0.941326026158931,20.144,20506,1451,1447,2.481828359556513,4,743,412697.5,0.0018003501353897,5.57200913324975
2019,中山,100485,229309,0.8681434169470537,13.6821,16619,12238,14642,2.28202219236702,-2404,-1922,228348.0,-0.0084169775955996,5.86
2019,中正,65464,158903,0.9130419079493878,7.6071,20772,11214,12361,2.427334107295613,-1147,-889,158458.5,-0.0056103017509316,4.93
2019,五股,32614,86452,1.015104190946809,34.8632,2524,462,311,2.650763475807936,151,1548,87226.0,0.0177470020406759,6.34432595838902
2019,信義,89553,223113,0.91049210929673,11.2077,19631,9174,12705,2.491407323037754,-3531,-3092,221567.0,-0.0139551467501929,5.89
2019,內湖,108732,287442,0.913142446387924,31.5787,9050,11784,14540,2.6435823860501046,-2756,-1647,286618.5,-0.0057463143516555,5.85
2019,八里,14896,38897,0.9961510828286976,39.4933,1001,136,136,2.61123791621912,0,634,39214.0,0.016167695210894,5.55860117036603
2019,北投,97367,255183,0.9272475983324272,56.8216,4458,9908,12386,2.620836628426469,-2478,-1864,254251.0,-0.0073313379298409,5.89
2019,南港,47391,121576,0.9551009906085166,21.8424,5507,5676,7417,2.565381612542466,-1741,-1279,120936.5,-0.0105757980427745,5.83
2019,土城,87223,236872,0.9707472918781304,29.5578,8042,712,736,2.7157057198216066,-24,824,237284.0,0.0034726319515854,6.38857809889232
2019,坪林,2527,6631,1.2214405360134004,170.835,39,31,16,2.62406015037594,15,58,6660.0,0.0087087087087087,2.70656341628449
2019,士林,107515,286339,0.9298461994689096,62.3682,4545,10483,13957,2.6632469887922614,-3474,-2880,284899.0,-0.0101088455908936,5.77
2019,大同,51853,127651,0.9480672089367742,5.6815,22185,6522,8193,2.4617862033054982,-1671,-1608,126847.0,-0.0126766892397928,5.87
2019,大安,121333,308686,0.8733106365418343,11.3614,27077,17392,18711,2.544122373962566,-1319,-1055,308158.5,-0.0034235628743,5.17
2019,平溪,2290,4665,1.2471098265895957,71.3382,64,20,23,2.037117903930131,-3,-119,4605.5,-0.0258386711540549,2.39
2019,文山,106712,273686,0.9196335886429312,31.509,8626,11705,14005,2.564716245595622,-2300,-1880,272746.0,-0.0068928600236117,5.23
2019,新店,127781,302231,0.9234088320085532,120.2255,2524,1181,1042,2.365226442115808,139,1214,302838.0,0.0040087439489099,5.79187552420766
2019,新莊,155690,417968,0.9516349696259392,19.7383,21302,1333,1218,2.684616866850793,115,2505,419220.5,0.0059753757270934,6.24890393652316
2019,松山,81155,205633,0.88177641934185,9.2878,21985,10806,12519,2.533830324687327,-1713,-1440,204913.0,-0.0070273725922708,4.98
2019,板橋,212784,554854,0.9502639700248152,23.1373,24069,1806,1695,2.607592676141063,111,2043,555875.5,0.0036752834042874,5.89759805116589
2019,林口,44255,110688,0.944692364454127,54.1519,2134,880,437,2.5011411139984183,443,4894,113135.0,0.0432580545366155,6.76229599003824
2019,樹林,66705,183880,0.9942303103919484,33.1288,5552,655,693,2.7566149464058167,-38,46,183903.0,0.0002501318629929,6.02927105080028
2019,永和,91143,221101,0.9017641341464464,5.7138,38607,829,896,2.4258692384494696,-67,-506,220848.0,-0.0022911685865391,5.22
2019,汐止,88070,200775,0.949347547477572,71.2354,2856,878,721,2.279720676734416,157,2654,202102.0,0.0131319828601399,5.62921448445901
2019,泰山,28669,78716,0.9780374418896848,19.1603,4110,271,302,2.7456834908786494,-31,35,78733.5,0.0004445375856528,5.62686159571698
2019,淡水,77508,173979,0.9182654141307224,70.6565,2528,976,522,2.244658615884812,454,4631,176294.5,0.0262685449631156,5.84473122188395
2019,深坑,9632,23656,1.0006765899864682,20.5787,1153,85,115,2.4559800664451825,-30,69,23690.5,0.0029125598868744,5.82782575645601
2019,烏來,1897,6458,0.9653073645769932,321.1306,20,14,32,3.404322614654718,-18,-25,6445.5,-0.0038786750446047,8.24
2019,瑞芳,16152,39952,1.0177777777777777,70.7336,559,98,143,2.473501733531452,-45,-416,39744.0,-0.0104669887278582,5.53
2019,石碇,3403,7734,1.201537147736977,144.3498,53,12,34,2.2727005583308846,-22,-105,7681.5,-0.0136692052333528,4.6875
2019,石門,4313,12092,1.0705479452054794,51.2645,231,39,65,2.803616971945282,-26,-258,11963.0,-0.0215664966981526,3.59096413211408
2019,萬華,78768,189387,0.9612994759843416,8.8522,21133,8634,11073,2.404364716636197,-2439,-2311,188231.5,-0.0122774349670485,5.82
2019,萬里,7497,22042,1.011865644395765,63.3766,345,84,82,2.940109377084167,2,-170,21957.0,-0.0077424056109668,4.46062812926718
2019,蘆洲,71750,201363,0.9649579905734944,7.4351,27153,708,694,2.806452961672474,14,520,201623.0,0.0025790708401323,6.21504656324789
2019,貢寮,4361,12268,1.0371969445366989,99.9734,120,26,33,2.8131162577390505,-7,-235,12150.5,-0.0193407678696349,3.69852880742993
2019,金山,7137,21746,0.9722474152004352,49.2132,435,33,60,3.04693848956144,-27,-350,21571.0,-0.0162254879236011,4.44753300903405
2019,雙溪,3797,8843,1.174864731923266,146.2484,59,20,35,2.32894390308138,-15,-178,8754.0,-0.0203335618003198,4.45
2019,鶯歌,30438,86438,1.0053359317000743,21.1248,4112,325,310,2.839805506275051,15,431,86653.5,0.0049738325630239,5.50712925012989
2020,三峽,43987,116587,0.9979949273375376,191.4508,611,385,399,2.650487644076659,-14,330,116752.0,0.0028265040427572,5.17
2020,三芝,9549,22721,1.0578751924644507,65.9909,342,70,64,2.3794114566970364,6,-181,22630.5,-0.0079980557212611,3.79623907477708
2020,三重,153239,386236,0.9633794225294836,16.317,23615,1178,1217,2.5204810785766028,-39,-908,385782.0,-0.0023536608758314,5.30023429886583
2020,中和,167648,413067,0.9375170032927757,20.144,20414,1364,1378,2.4638945886619585,-14,-1853,412140.5,-0.0044960395787358,5.06379483745267
2020,中山,100682,227266,0.8663699299493303,13.6821,16363,11645,15366,2.2572654496335,-3721,-3390,225571.0,-0.0150285276032823,5.48
2020,中正,65697,157743,0.908797192642788,7.6071,20428,10597,13265,2.4010685419425544,-2668,-2346,156570.0,-0.0149837133550488,4.15
2020,五股,33681,88165,1.0129455010388364,34.8632,2566,452,235,2.6176479320685253,217,1305,88817.5,0.0146930503560672,5.7587197836254
2020,信義,89351,219744,0.9057960330607184,11.2077,19205,8450,13385,2.459334534588309,-4935,-4504,217492.0,-0.0207088076802824,5.37
2020,內湖,109495,285526,0.9102690189939052,31.5787,8947,11131,15237,2.6076624503401984,-4106,-3001,284025.5,-0.0105659527049507,5.22
2020,八里,15281,39555,0.9950068088969588,39.4933,1006,141,116,2.588508605457758,25,186,39648.0,0.0046912832929782,5.272984156
2020,北投,97928,253155,0.924035721071632,56.8216,4402,9316,12707,2.5851135528143128,-3391,-3011,251649.5,-0.0119650545699474,4.76
2020,南港,47575,120161,0.9551726382244784,21.8424,5437,5978,7676,2.525717288491855,-1698,-1403,119459.5,-0.0117445661500341,5.35
2020,土城,88280,237762,0.9681307219840074,29.5578,8061,783,758,2.693271409152696,25,515,238019.5,0.0021636882692384,5.73141753838978
2020,坪林,2543,6698,1.2011173184357542,170.835,39,13,11,2.6338969720802203,2,5,6700.5,0.0007462129691814,2.9868578255675
2020,士林,108095,283282,0.9293590415931676,62.3682,4465,9693,14888,2.620676256996161,-5195,-4831,280866.5,-0.0172003425114778,5.07
2020,大同,51900,125909,0.942350708853339,5.6815,21799,6489,8670,2.4259922928709057,-2181,-2060,124879.0,-0.016495968097118,4.57
2020,大安,121609,307526,0.8697203864370094,11.3614,26638,15634,20773,2.5288095453461503,-5139,-4882,305085.0,-0.0160020977760296,4.42
2020,平溪,2274,4533,1.240731586752348,71.3382,62,11,13,1.9934036939313984,-2,-109,4478.5,-0.024338506196271,1.56075808249721
2020,文山,107333,271674,0.9164767877424044,31.509,8510,10677,14520,2.531132084261132,-3843,-3544,269902.0,-0.0131306918807567,4.53
2020,新店,129159,303624,0.9210994197928464,120.2255,2525,943,1004,2.350776949341509,-61,-92,303578.0,-0.0003030522633392,5.16
2020,新莊,157973,420684,0.9497413841048552,19.7383,21413,1290,1235,2.663012033701962,55,1969,421668.5,0.0046695449150221,5.51281777575356
2020,松山,81289,204043,0.8782090816204424,9.2878,21568,9945,13888,2.5100936166024925,-3943,-3727,202179.5,-0.0184341142400688,4.25
2020,板橋,215365,557120,0.9478971088524568,23.1373,24079,1547,1578,2.5868641608432195,-31,-6,557117.0,-1.076973059518916e-05,5.4415979734491
2020,林口,46559,116000,0.9452642876308024,54.1519,2238,870,391,2.491462445499259,479,5192,118596.0,0.0437788795574892,5.93815199303978
2020,樹林,67161,183906,0.992848086863236,33.1288,5538,539,583,2.738285612185644,-44,-436,183688.0,-0.0023735900004355,5.13
2020,永和,91318,220619,0.9004789552573093,5.7138,38392,720,758,2.415942092468079,-38,-1255,219991.5,-0.0057047658659539,4.47768996656507
2020,汐止,89747,203621,0.9478925517056652,71.2354,2890,861,634,2.268833498612767,227,2226,204734.0,0.0108726445045766,5.40955247803438
2020,泰山,28819,78731,0.9747918129828432,19.1603,4092,235,316,2.7319129740796004,-81,-319,78571.5,-0.0040599963090942,5.52292842462921
2020,淡水,80388,179036,0.9172842150353396,70.6565,2594,822,459,2.2271483305966067,363,4242,181157.0,0.0234161528398019,5.77
2020,深坑,9709,23714,0.9981462756993597,20.5787,1153,83,78,2.442476053146565,5,9,23718.5,0.0003794506397959,4.85
2020,烏來,1904,6434,0.9496969696969696,321.1306,20,24,36,3.379201680672269,-12,-18,6425.0,-0.0028015564202334,7.47
2020,瑞芳,16150,39495,1.018140010219724,70.7336,552,96,136,2.445510835913313,-40,-418,39286.0,-0.0106399226187445,4.60483635022197
2020,石碇,3407,7622,1.2041642567958355,144.3498,52,16,29,2.237158790724978,-13,-57,7593.5,-0.0075064199644432,3.03
2020,石門,4284,11816,1.0795494544174586,51.2645,224,18,41,2.758169934640523,-23,-336,11648.0,-0.0288461538461538,3.17405850561894
2020,萬華,79252,186848,0.9597864507399756,8.8522,20683,8007,11627,2.357643971130066,-3620,-3760,184968.0,-0.0203278404913282,5.15
2020,萬里,7512,21840,1.005693819450822,63.3766,343,50,75,2.9073482428115014,-25,-130,21775.0,-0.0059701492537313,4.08425496764719
2020,蘆洲,72504,202026,0.961398433024922,7.4351,27230,625,682,2.7864117841774245,-57,430,202241.0,0.0021261761957268,5.95045246686567
2020,貢寮,4351,12006,1.0484558948984817,99.9734,118,19,35,2.759365663065962,-16,-224,11894.0,-0.0188330250546494,3.52718874658828
2020,金山,7149,21377,0.9696858011609694,49.2132,429,19,71,2.990208420758148,-52,-250,21252.0,-0.0117635987201204,4.04486983514804
2020,雙溪,3769,8632,1.1875316776482514,146.2484,58,20,24,2.290262669143009,-4,-164,8550.0,-0.0191812865497076,2.56814334909239
2020,鶯歌,31070,86945,1.0032025436029768,21.1248,4150,378,283,2.79835854522047,95,729,87309.5,0.0083496068583602,5.98133411251096
2021,三峽,44583,116866,0.997982630103262,191.4508,606,423,431,2.6213130565462173,-8,-847,116442.5,-0.007273976426133,4.79960160730845
2021,三芝,9593,22529,1.0568793937733951,65.9909,339,82,80,2.348483269050349,2,-172,22443.0,-0.0076638595553179,3.56371249749426
2021,三重,154737,384975,0.9618659831115688,16.317,23395,1120,1335,2.4879311347641484,-215,-3244,383353.0,-0.0084621745493057,4.79233018581361
2021,中和,168900,410834,0.936078869363192,20.144,20162,1539,1721,2.432409709887508,-182,-4694,408487.0,-0.0114911857660096,4.42647861269413
2021,中山,100705,223438,0.86299245424605,13.6821,15755,10745,18945,2.2187378978203665,-8200,-7871,219502.5,-0.0358583615220783,4.73
2021,中正,65758,155257,0.9082015166599068,7.6071,19803,9252,13938,2.3610359195839288,-4686,-4613,152950.5,-0.0301600844717735,3.88
2021,五股,34708,89529,1.0107128419350493,34.8632,2595,469,295,2.5794917598248244,174,936,89997.0,0.0104003466782226,5.70205907688888
2021,信義,88858,214669,0.9039885761927148,11.2077,18514,7986,15538,2.415865763352765,-7552,-7169,211084.5,-0.0339627021406119,4.94
2021,內湖,109861,281975,0.9100891453964124,31.5787,8762,10927,17347,2.5666524062224085,-6420,-5268,279341.0,-0.0188586709433989,4.84
2021,八里,15591,39751,0.9941306310825724,39.4933,1017,179,153,2.54961195561542,26,427,39964.5,0.0106844824781994,5.53059973222888
2021,北投,98108,249829,0.9226785082116086,56.8216,4307,8931,14223,2.5464691972112368,-5292,-5079,247289.5,-0.0205386803725997,4.42
2021,南港,48003,118548,0.9512468109620608,21.8424,5301,5365,8328,2.469595650271858,-2963,-2768,117164.0,-0.0236250042675224,4.85
2021,土城,89570,238192,0.9665136554274958,29.5578,8035,792,854,2.659283242156972,-62,-708,237838.0,-0.0029768161521708,4.96047385136655
2021,坪林,2545,6700,1.193126022913257,170.835,39,28,25,2.6326129666011786,3,-81,6659.5,-0.0121630753059539,3.0
2021,士林,108081,277933,0.9280551084965868,62.3682,4324,8966,17424,2.571525059908772,-8458,-8251,273807.5,-0.0301343096883759,4.85
2021,大同,52156,123648,0.94067237969677,5.6815,21257,6435,9255,2.370733951990183,-2820,-2876,122210.0,-0.0235332624171508,3.85
2021,大安,121031,301912,0.870988132494655,11.3614,25649,13833,24692,2.494501408729995,-10859,-10502,296661.0,-0.0354006761926913,3.99
2021,平溪,2247,4412,1.266050333846944,71.3382,61,18,12,1.9635068980863373,6,-79,4372.5,-0.0180674671240708,2.05549845837616
2021,文山,107720,267830,0.9143978327841432,31.509,8302,9712,16149,2.4863535090976607,-6437,-6254,264703.0,-0.0236264794883322,4.14
2021,新店,130451,303293,0.921095803642122,120.2255,2493,1062,1297,2.3249572636468865,-235,-3597,301494.5,-0.0119305658975536,5.05281585072311
2021,新莊,161187,422851,0.9497362548184216,19.7383,21348,1443,1451,2.623356722316316,-8,-1470,422116.0,-0.0034824550597466,5.0021681591026
2021,松山,80890,199971,0.8764638540650102,9.2878,20822,9077,15810,2.4721349981456298,-6733,-6583,196679.5,-0.0334706972511115,3.68
2021,板橋,217997,556901,0.9455056768558951,23.1373,23888,1802,1960,2.554626898535301,-158,-4188,554807.0,-0.0075485709444906,4.6205399580295
2021,林口,49032,121437,0.946136957323034,54.1519,2301,897,543,2.4766886930983847,354,3191,123032.5,0.0259362363603113,5.51623138882109
2021,樹林,67560,183302,0.9925863118532048,33.1288,5491,619,725,2.713173475429248,-106,-1399,182602.5,-0.0076614504182582,4.74036121990404
2021,永和,91828,219171,0.8998379029671558,5.7138,37622,850,901,2.3867556736507383,-51,-4204,217069.0,-0.019367113682746,4.17653817019738
2021,汐止,91241,205788,0.9469800181653044,71.2354,2892,875,795,2.255433412610558,80,202,205889.0,0.0009811111812675,4.96798490664996
2021,泰山,29053,78399,0.9743383112140824,19.1603,4042,195,371,2.69848208446632,-176,-948,77925.0,-0.0121655437921077,4.73492746835362
2021,淡水,83184,183488,0.916603994317707,70.6565,2621,891,750,2.2058088093864203,141,1709,184342.5,0.0092707867149463,5.24866001764027
2021,深坑,9807,23742,0.9993263157894736,20.5787,1149,106,108,2.420923829917406,-2,-96,23694.0,-0.0040516586477589,5.32
2021,烏來,1912,6420,0.954337899543379,321.1306,20,18,40,3.3577405857740588,-22,-29,6405.5,-0.004527359300601,6.24658389943
2021,瑞芳,16169,38993,1.0199440530460009,70.7336,544,69,100,2.4115900797823,-31,-544,38721.0,-0.0140492239353322,4.20504088950804
2021,石碇,3406,7562,1.202096680256261,144.3498,52,10,36,2.220199647680564,-26,-75,7524.5,-0.0099674396969898,3.72
2021,石門,4241,11475,1.0848473837209305,51.2645,218,19,49,2.705729780712096,-30,-282,11334.0,-0.0248808893594494,4.76337493935518
2021,萬華,79333,182625,0.9574584391781086,8.8522,19952,6829,12506,2.302005470611221,-5677,-6008,179621.0,-0.0334482048312836,4.5
2021,萬里,7544,21672,1.0011080332409972,63.3766,339,51,83,2.872746553552492,-32,-210,21567.0,-0.0097370983446932,4.58630593903456
2021,蘆洲,73507,202536,0.958440101724088,7.4351,27100,643,701,2.7553294244085595,-58,-1047,202012.5,-0.0051828475960645,5.00068078575054
2021,貢寮,4349,11751,1.0461431307678914,99.9734,115,13,43,2.7020004598758334,-30,-217,11642.5,-0.0186386085462744,3.08800823468863
2021,金山,7201,21096,0.9673598806304206,49.2132,424,53,56,2.9295931120677685,-3,-252,20970.0,-0.0120171673819742,2.85911700936361
2021,雙溪,3726,8436,1.187192118226601,146.2484,56,11,30,2.2640901771336552,-19,-201,8335.5,-0.0241137304300881,4.0711249476142
2021,鶯歌,31896,87673,1.0040000914306613,21.1248,4172,391,321,2.7487145723601705,70,458,87902.0,0.00521034788742,5.54022923125053
