statistic_yyy,site_id,people_total,area,population_density
107,高雄市梓官區,35940,11.5967,3099
107,高雄市旗山區,36652,94.6122,387
107,高雄市美濃區,39589,120.0316,330
107,高雄市六龜區,12939,194.1584,67
107,高雄市甲仙區,6026,124.034,49
107,高雄市杉林區,11795,104.0036,113
107,高雄市內門區,14437,95.6224,151
107,高雄市茂林區,1994,194,10
107,高雄市桃源區,4311,928.98,5
107,高雄市那瑪夏區,3148,252.9895,12
107,宜蘭縣宜蘭市,95732,29.408,3255
107,宜蘭縣羅東鎮,72433,11.3448,6385
107,宜蘭縣蘇澳鎮,39682,89.0196,446
107,宜蘭縣頭城鎮,29133,100.893,289
107,宜蘭縣礁溪鄉,35619,101.4278,351
107,宜蘭縣壯圍鄉,24302,38.4769,632
107,宜蘭縣員山鄉,32281,111.9106,288
107,宜蘭縣冬山鄉,52880,79.8573,662
107,宜蘭縣五結鄉,39543,38.8671,1017
107,宜蘭縣三星鄉,21359,144.2238,148
107,宜蘭縣大同鄉,6242,657.5442,9
107,宜蘭縣南澳鄉,6015,740.652,8
107,新竹縣竹北市,187336,46.8341,4000
107,新竹縣關西鎮,28537,125.5193,227
107,新竹縣新埔鎮,33104,72.1911,459
107,新竹縣竹東鎮,96380,53.5133,1801
107,新竹縣湖口鄉,77668,58.4303,1329
107,新竹縣橫山鄉,12942,66.3502,195
107,新竹縣新豐鄉,56980,46.3496,1229
107,新竹縣芎林鄉,20025,40.7858,491
107,新竹縣寶山鄉,14647,64.7871,226
107,新竹縣北埔鄉,9335,50.6676,184
107,新竹縣峨眉鄉,5587,46.801,119
107,新竹縣尖石鄉,9695,527.5795,18
107,新竹縣五峰鄉,4774,227.728,21
107,苗栗縣苗栗市,88216,37.8878,2328
107,苗栗縣頭份市,103081,53.3205,1933
107,苗栗縣苑裡鎮,45211,68.2473,662
107,苗栗縣通霄鎮,33992,107.8486,315
107,苗栗縣竹南鎮,86130,37.5592,2293
107,苗栗縣後龍鎮,36257,75.8079,478
107,苗栗縣卓蘭鎮,16732,76.3153,219
107,苗栗縣大湖鄉,14482,90.8396,159
107,苗栗縣公館鄉,33261,71.4523,465
107,苗栗縣銅鑼鄉,17871,78.3805,228
107,苗栗縣南庄鄉,10042,165.4938,61
107,苗栗縣頭屋鄉,10667,52.5046,203
107,苗栗縣三義鄉,16204,69.3424,234
107,苗栗縣西湖鄉,7033,41.0758,171
107,苗栗縣造橋鄉,12701,47.9978,265
107,苗栗縣三灣鄉,6613,52.2964,126
107,苗栗縣獅潭鄉,4331,79.4324,55
107,苗栗縣泰安鄉,6039,614.5127,10
107,彰化縣彰化市,232729,65.6947,3543
107,彰化縣員林市,124890,40.038,3119
107,彰化縣鹿港鎮,86818,39.4625,2200
107,彰化縣和美鎮,90782,39.9345,2273
107,彰化縣北斗鎮,33321,19.2547,1731
107,彰化縣溪湖鎮,55365,32.0592,1727
107,彰化縣田中鎮,41541,34.6056,1200
107,彰化縣二林鎮,50536,92.8478,544
107,彰化縣線西鄉,16860,18.0856,932
107,彰化縣伸港鄉,37121,22.3268,1663
107,彰化縣福興鄉,47059,49.8934,943
107,彰化縣秀水鄉,39291,29.3447,1339
107,彰化縣花壇鄉,45853,36.3469,1262
107,彰化縣芬園鄉,23583,38.0204,620
107,彰化縣大村鄉,36968,30.7837,1201
107,彰化縣埔鹽鄉,32460,38.6081,841
107,彰化縣埔心鄉,34745,20.9526,1658
107,彰化縣永靖鄉,36962,20.6382,1791
107,彰化縣社頭鄉,42882,36.1449,1186
107,彰化縣二水鄉,15153,29.4449,515
107,彰化縣田尾鄉,27336,24.0375,1137
107,彰化縣埤頭鄉,30508,42.7508,714
107,彰化縣芳苑鄉,33489,91.3827,366
107,彰化縣大城鄉,16717,63.7406,262
107,彰化縣竹塘鄉,15095,42.1662,358
107,彰化縣溪州鄉,29760,75.831,392
107,南投縣南投市,99519,71.6021,1390
107,南投縣埔里鎮,80340,162.2227,495
107,南投縣草屯鎮,97119,104.0327,934
107,南投縣竹山鎮,54540,247.3339,221
107,南投縣集集鎮,10804,49.7268,217
107,南投縣名間鄉,38265,83.0955,460
107,南投縣鹿谷鄉,17687,141.8981,125
107,南投縣中寮鄉,14680,146.6541,100
107,南投縣魚池鄉,15753,121.3735,130
107,南投縣國姓鄉,18629,175.7042,106
107,南投縣水里鄉,17496,106.8424,164
107,南投縣信義鄉,16230,1422.4188,11
107,南投縣仁愛鄉,15969,1273.5312,13
107,雲林縣斗六市,108542,93.7151,1158
107,雲林縣斗南鎮,44547,48.1505,925
107,雲林縣虎尾鎮,70844,68.742,1031
107,雲林縣西螺鎮,46064,49.7985,925
107,雲林縣土庫鎮,28794,49.0212,587
107,雲林縣北港鎮,39905,41.4999,962
107,雲林縣古坑鄉,31358,166.6059,188
107,雲林縣大埤鄉,19030,44.9973,423
107,雲林縣莿桐鄉,28703,50.8502,564
107,雲林縣林內鄉,17995,37.6035,479
107,雲林縣二崙鄉,26855,59.5625,451
107,雲林縣崙背鄉,24345,58.484,416
107,雲林縣麥寮鄉,46196,80.1668,576
107,雲林縣東勢鄉,14766,48.3562,305
107,雲林縣褒忠鄉,12912,37.0552,348
107,雲林縣臺西鄉,23730,54.0983,439
107,雲林縣元長鄉,25643,71.5872,358
107,雲林縣四湖鄉,23209,77.1189,301
107,雲林縣口湖鄉,27276,80.4612,339
107,雲林縣水林鄉,25308,72.9582,347
107,嘉義縣太保市,38069,66.8964,569
107,嘉義縣朴子市,42112,49.5737,849
107,嘉義縣布袋鎮,26773,61.7307,434
107,嘉義縣大林鎮,30896,64.1663,481
107,嘉義縣民雄鄉,71367,85.4969,835
107,嘉義縣溪口鄉,14592,33.0463,442
107,嘉義縣新港鄉,31723,66.0495,480
107,嘉義縣六腳鄉,22960,62.2619,369
107,嘉義縣東石鄉,24580,81.5821,301
107,嘉義縣義竹鄉,18242,79.2925,230
107,嘉義縣鹿草鄉,15358,54.3151,283
107,嘉義縣水上鄉,49316,69.1198,713
107,嘉義縣中埔鄉,44584,129.5016,344
107,嘉義縣竹崎鄉,35584,162.2256,219
107,嘉義縣梅山鄉,19282,119.7571,161
107,嘉義縣番路鄉,11430,117.5269,97
107,嘉義縣大埔鄉,4603,173.2472,27
107,嘉義縣阿里山鄉,5597,427.8471,13
107,屏東縣屏東市,199606,65.067,3068
107,屏東縣潮州鎮,53893,42.4331,1270
107,屏東縣東港鎮,47613,29.4635,1616
107,屏東縣恆春鎮,30818,136.763,225
107,屏東縣萬丹鄉,50514,57.4679,879
107,屏東縣長治鄉,29677,39.8861,744
107,屏東縣麟洛鄉,11036,16.26,679
107,屏東縣九如鄉,22061,42.0187,525
107,屏東縣里港鄉,26044,68.9208,378
107,屏東縣鹽埔鄉,25719,64.3493,400
107,屏東縣高樹鄉,24384,90.1522,270
107,屏東縣萬巒鄉,20593,60.7315,339
107,屏東縣內埔鄉,54115,81.8554,661
107,屏東縣竹田鄉,17119,29.0732,589
107,屏東縣新埤鄉,9981,59.0102,169
107,屏東縣枋寮鄉,24323,57.7347,421
107,屏東縣新園鄉,34880,38.3109,910
107,屏東縣崁頂鄉,15519,31.2659,496
107,屏東縣林邊鄉,17795,15.6233,1139
107,屏東縣南州鄉,10639,18.97,561
107,屏東縣佳冬鄉,19121,30.9842,617
107,屏東縣琉球鄉,12364,6.8018,1818
107,屏東縣車城鄉,8577,49.8517,172
107,屏東縣滿州鄉,7968,142.2013,56
107,屏東縣枋山鄉,5498,17.2697,318
107,屏東縣三地門鄉,7697,196.3965,39
107,屏東縣霧臺鄉,3354,278.796,12
107,屏東縣瑪家鄉,6829,78.7008,87
107,屏東縣泰武鄉,5392,118.6266,45
107,屏東縣來義鄉,7433,167.7756,44
107,屏東縣春日鄉,4909,160.001,31
107,屏東縣獅子鄉,4954,301.0018,16
107,屏東縣牡丹鄉,4981,181.8366,27
107,臺東縣臺東市,105573,109.7691,962
107,臺東縣成功鎮,14059,143.9939,98
107,臺東縣關山鎮,8703,58.7351,148
107,臺東縣卑南鄉,17269,412.6871,42
107,臺東縣大武鄉,6046,69.1454,87
107,臺東縣太麻里鄉,11147,96.6523,115
107,臺東縣東河鄉,8479,210.1908,40
107,臺東縣長濱鄉,7182,155.1868,46
107,臺東縣鹿野鄉,7875,89.698,88
107,臺東縣池上鄉,8199,82.6854,99
107,臺東縣綠島鄉,4097,15.0919,271
107,臺東縣延平鄉,3628,455.8805,8
107,臺東縣海端鄉,4186,880.0382,5
107,臺東縣達仁鄉,3580,306.4454,12
107,臺東縣金峰鄉,3739,380.6635,10
107,臺東縣蘭嶼鄉,5157,48.3892,107
107,花蓮縣花蓮市,103841,29.4095,3531
107,花蓮縣鳳林鎮,10846,120.5181,90
107,花蓮縣玉里鎮,24007,252.3719,95
107,花蓮縣新城鄉,20159,29.4095,685
107,花蓮縣吉安鄉,83221,65.2582,1275
107,花蓮縣壽豐鄉,17949,218.4448,82
107,花蓮縣光復鄉,12789,157.11,81
107,花蓮縣豐濱鄉,4752,162.4332,29
107,花蓮縣瑞穗鄉,11668,135.5862,86
107,花蓮縣富里鄉,10277,176.3705,58
107,花蓮縣秀林鄉,15939,1641.8555,10
107,花蓮縣萬榮鄉,6419,618.491,10
107,花蓮縣卓溪鄉,6101,1021.313,6
107,澎湖縣馬公市,62610,33.9918,1842
107,澎湖縣湖西鄉,14594,33.3008,438
107,澎湖縣白沙鄉,9827,20.0875,489
107,澎湖縣西嶼鄉,8349,18.7148,446
107,澎湖縣望安鄉,5235,13.7824,380
107,澎湖縣七美鄉,3825,6.9868,547
107,基隆市中正區,51670,10.2118,5060
107,基隆市七堵區,53782,56.2659,956
107,基隆市暖暖區,38619,22.8283,1692
107,基隆市仁愛區,43730,4.2335,10330
107,基隆市中山區,47398,10.5238,4504
107,基隆市安樂區,82294,18.025,4566
107,基隆市信義區,52662,10.6706,4935
107,新竹市東區,215566,33.5768,6420
107,新竹市北區,151679,15.7267,9645
107,新竹市香山區,78390,54.8491,1429
107,嘉義市東區,121162,30.1556,4018
107,嘉義市西區,147460,29.87,4937
107,金門縣金城鎮,43325,21.713,1995
107,金門縣金湖鎮,29856,41.696,716
107,金門縣金沙鎮,20784,41.19,505
107,金門縣金寧鄉,31765,29.854,1064
107,金門縣烈嶼鄉,12861,16.003,804
107,金門縣烏坵鄉,682,1.2,568
107,連江縣南竿鄉,7663,10.4,737
107,連江縣北竿鄉,2425,9.9,245
107,連江縣莒光鄉,1618,4.7,344
107,連江縣東引鄉,1350,3.8,355
107,東沙群島,…,2.38,…
107,南沙群島,…,0.5045,…
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
