statistic_yyy,site_id,people_total,area,population_density
104,臺南市後壁區,24329,72.2189,337
104,臺南市東山區,21603,124.9178,173
104,臺南市麻豆區,44987,53.9744,833
104,臺南市下營區,24786,33.5291,739
104,臺南市六甲區,22586,67.5471,334
104,臺南市官田區,21685,70.7953,306
104,臺南市大內區,10054,70.3125,143
104,臺南市佳里區,59555,38.9422,1529
104,臺南市學甲區,26652,53.9919,494
104,臺南市西港區,24921,33.7666,738
104,臺南市七股區,23365,110.1492,212
104,臺南市將軍區,20309,41.9796,484
104,臺南市北門區,11527,44.1003,261
104,臺南市新化區,43828,62.0579,706
104,臺南市善化區,46933,55.3097,849
104,臺南市新市區,35853,47.8096,750
104,臺南市安定區,30331,31.27,970
104,臺南市山上區,7437,27.878,267
104,臺南市玉井區,14388,76.3662,188
104,臺南市楠西區,10032,109.6316,92
104,臺南市南化區,8893,171.5198,52
104,臺南市左鎮區,5071,74.9025,68
104,臺南市仁德區,73887,50.7664,1455
104,臺南市歸仁區,67906,55.7913,1217
104,臺南市關廟區,34719,53.6413,647
104,臺南市龍崎區,4196,64.0814,65
104,臺南市永康區,230806,40.2753,5731
104,臺南市東區,188865,13.4156,14078
104,臺南市南區,125738,27.2681,4611
104,臺南市北區,132651,10.434,12713
104,臺南市安南區,189620,107.2016,1769
104,臺南市安平區,65380,11.0663,5908
104,臺南市中西區,77498,6.26,12380
104,高雄市鹽埕區,25032,1.4161,17677
104,高雄市鼓山區,136665,14.7523,9264
104,高雄市左營區,196244,19.3823,10125
104,高雄市楠梓區,179931,25.8276,6967
104,高雄市三民區,346169,19.7866,17495
104,高雄市新興區,51955,1.9764,26288
104,高雄市前金區,27388,1.8573,14746
104,高雄市苓雅區,174515,8.1522,21407
104,高雄市前鎮區,192593,19.1207,10072
104,高雄市旗津區,29008,1.4639,19816
104,高雄市小港區,156256,45.4426,3439
104,高雄市鳳山區,356320,26.759,13316
104,高雄市林園區,70401,32.286,2181
104,高雄市大寮區,111663,71.04,1572
104,高雄市大樹區,43161,66.9811,644
104,高雄市大社區,34566,26.5848,1300
104,高雄市仁武區,82614,36.0808,2290
104,高雄市鳥松區,43965,24.5927,1788
104,高雄市岡山區,97827,47.9421,2041
104,高雄市橋頭區,37317,25.9379,1439
104,高雄市燕巢區,30124,65.395,461
104,高雄市田寮區,7473,92.6802,81
104,高雄市阿蓮區,29319,34.6164,847
104,高雄市路竹區,53033,48.4348,1095
104,高雄市湖內區,29615,20.1615,1469
104,高雄市茄萣區,30551,15.7624,1938
104,高雄市永安區,14152,22.6141,626
104,高雄市彌陀區,19655,14.7772,1330
104,高雄市梓官區,36429,11.5967,3141
104,高雄市旗山區,37770,94.6122,399
104,高雄市美濃區,40810,120.0316,340
104,高雄市六龜區,13467,194.1584,69
104,高雄市甲仙區,6291,124.034,51
104,高雄市杉林區,12383,104.0036,119
104,高雄市內門區,14978,95.6224,157
104,高雄市茂林區,1890,194,10
104,高雄市桃源區,4239,928.98,5
104,高雄市那瑪夏區,3149,252.9895,12
104,宜蘭縣宜蘭市,96051,29.408,3266
104,宜蘭縣羅東鎮,72404,11.3448,6382
104,宜蘭縣蘇澳鎮,40726,89.0196,457
104,宜蘭縣頭城鎮,29798,100.893,295
104,宜蘭縣礁溪鄉,35838,101.4278,353
104,宜蘭縣壯圍鄉,24258,38.4769,630
104,宜蘭縣員山鄉,32277,111.9106,288
104,宜蘭縣冬山鄉,53634,79.8573,672
104,宜蘭縣五結鄉,39559,38.8671,1018
104,宜蘭縣三星鄉,21441,144.2238,149
104,宜蘭縣大同鄉,6080,657.5442,9
104,宜蘭縣南澳鄉,6051,740.652,8
104,新竹縣竹北市,170790,46.8341,3647
104,新竹縣關西鎮,29936,125.5193,238
104,新竹縣新埔鎮,34111,72.1911,473
104,新竹縣竹東鎮,96311,53.5133,1800
104,新竹縣湖口鄉,77280,58.4303,1323
104,新竹縣橫山鄉,13515,66.3502,204
104,新竹縣新豐鄉,56125,46.3496,1211
104,新竹縣芎林鄉,20284,40.7858,497
104,新竹縣寶山鄉,14325,64.7871,221
104,新竹縣北埔鄉,9691,50.6676,191
104,新竹縣峨眉鄉,5642,46.801,121
104,新竹縣尖石鄉,9417,527.5795,18
104,新竹縣五峰鄉,4615,227.728,20
104,苗栗縣苗栗市,90469,37.8878,2388
104,苗栗縣頭份市,103239,53.3205,1936
104,苗栗縣苑裡鎮,47849,68.2473,701
104,苗栗縣通霄鎮,36172,107.8486,335
104,苗栗縣竹南鎮,84469,37.5592,2249
104,苗栗縣後龍鎮,37837,75.8079,499
104,苗栗縣卓蘭鎮,18057,76.3153,237
104,苗栗縣大湖鄉,15276,90.8396,168
104,苗栗縣公館鄉,34536,71.4523,483
104,苗栗縣銅鑼鄉,18710,78.3805,239
104,苗栗縣南庄鄉,10577,165.4938,64
104,苗栗縣頭屋鄉,11236,52.5046,214
104,苗栗縣三義鄉,17020,69.3424,245
104,苗栗縣西湖鄉,7466,41.0758,182
104,苗栗縣造橋鄉,13354,47.9978,278
104,苗栗縣三灣鄉,6994,52.2964,134
104,苗栗縣獅潭鄉,4606,79.4324,58
104,苗栗縣泰安鄉,6045,614.5127,10
104,彰化縣彰化市,235010,65.6947,3577
104,彰化縣員林市,124837,40.038,3118
104,彰化縣鹿港鎮,86407,39.4625,2190
104,彰化縣和美鎮,91113,39.9345,2282
104,彰化縣北斗鎮,33225,19.2547,1726
104,彰化縣溪湖鎮,55742,32.0592,1739
104,彰化縣田中鎮,42490,34.6056,1228
104,彰化縣二林鎮,51882,92.8478,559
104,彰化縣線西鄉,17040,18.0856,942
104,彰化縣伸港鄉,36464,22.3268,1633
104,彰化縣福興鄉,47618,49.8934,954
104,彰化縣秀水鄉,39352,29.3447,1341
104,彰化縣花壇鄉,45984,36.3469,1265
104,彰化縣芬園鄉,24003,38.0204,631
104,彰化縣大村鄉,36531,30.7837,1187
104,彰化縣埔鹽鄉,32954,38.6081,854
104,彰化縣埔心鄉,34833,20.9526,1662
104,彰化縣永靖鄉,37985,20.6382,1841
104,彰化縣社頭鄉,43492,36.1449,1203
104,彰化縣二水鄉,15629,29.4449,531
104,彰化縣田尾鄉,27567,24.0375,1147
104,彰化縣埤頭鄉,30869,42.7508,722
104,彰化縣芳苑鄉,34352,91.3827,376
104,彰化縣大城鄉,17516,63.7406,275
104,彰化縣竹塘鄉,15638,42.1662,371
104,彰化縣溪州鄉,30539,75.831,403
104,南投縣南投市,101622,71.6021,1419
104,南投縣埔里鎮,82212,162.2227,507
104,南投縣草屯鎮,98837,104.0327,950
104,南投縣竹山鎮,56053,247.3339,227
104,南投縣集集鎮,11229,49.7268,226
104,南投縣名間鄉,39666,83.0955,477
104,南投縣鹿谷鄉,18234,141.8981,129
104,南投縣中寮鄉,15353,146.6541,105
104,南投縣魚池鄉,16289,121.3735,134
104,南投縣國姓鄉,19360,175.7042,110
104,南投縣水里鄉,18339,106.8424,172
104,南投縣信義鄉,16525,1422.4188,12
104,南投縣仁愛鄉,15771,1273.5312,12
104,雲林縣斗六市,108359,93.7151,1156
104,雲林縣斗南鎮,45590,48.1505,947
104,雲林縣虎尾鎮,70551,68.742,1026
104,雲林縣西螺鎮,46840,49.7985,941
104,雲林縣土庫鎮,29401,49.0212,600
104,雲林縣北港鎮,41006,41.4999,988
104,雲林縣古坑鄉,32326,166.6059,194
104,雲林縣大埤鄉,19727,44.9973,438
104,雲林縣莿桐鄉,29232,50.8502,575
104,雲林縣林內鄉,18664,37.6035,496
104,雲林縣二崙鄉,27939,59.5625,469
104,雲林縣崙背鄉,25469,58.484,435
104,雲林縣麥寮鄉,44600,80.1668,556
104,雲林縣東勢鄉,15391,48.3562,318
104,雲林縣褒忠鄉,13349,37.0552,360
104,雲林縣臺西鄉,24576,54.0983,454
104,雲林縣元長鄉,26857,71.5872,375
104,雲林縣四湖鄉,24742,77.1189,321
104,雲林縣口湖鄉,28489,80.4612,354
104,雲林縣水林鄉,26525,72.9582,364
104,嘉義縣太保市,37212,66.8964,556
104,嘉義縣朴子市,42956,49.5737,867
104,嘉義縣布袋鎮,27954,61.7307,453
104,嘉義縣大林鎮,31697,64.1663,494
104,嘉義縣民雄鄉,71862,85.4969,841
104,嘉義縣溪口鄉,15113,33.0463,457
104,嘉義縣新港鄉,32797,66.0495,497
104,嘉義縣六腳鄉,24202,62.2619,389
104,嘉義縣東石鄉,25751,81.5821,316
104,嘉義縣義竹鄉,19258,79.2925,243
104,嘉義縣鹿草鄉,16119,54.3151,297
104,嘉義縣水上鄉,50431,69.1198,730
104,嘉義縣中埔鄉,45724,129.5016,353
104,嘉義縣竹崎鄉,36546,162.2256,225
104,嘉義縣梅山鄉,20010,119.7571,167
104,嘉義縣番路鄉,11865,117.5269,101
104,嘉義縣大埔鄉,4621,173.2472,27
104,嘉義縣阿里山鄉,5721,427.8471,13
104,屏東縣屏東市,202562,65.067,3113
104,屏東縣潮州鎮,54719,42.4331,1290
104,屏東縣東港鎮,48058,29.4635,1631
104,屏東縣恆春鎮,30874,136.763,226
104,屏東縣萬丹鄉,51647,57.4679,899
104,屏東縣長治鄉,30305,39.8861,760
104,屏東縣麟洛鄉,11231,16.26,691
104,屏東縣九如鄉,22090,42.0187,526
104,屏東縣里港鄉,27040,68.9208,392
104,屏東縣鹽埔鄉,26361,64.3493,410
104,屏東縣高樹鄉,25163,90.1522,279
104,屏東縣萬巒鄉,20765,60.7315,342
104,屏東縣內埔鄉,55644,81.8554,680
104,屏東縣竹田鄉,17544,29.0732,603
104,屏東縣新埤鄉,10058,59.0102,170
104,屏東縣枋寮鄉,25120,57.7347,435
104,屏東縣新園鄉,36217,38.3109,945
104,屏東縣崁頂鄉,16155,31.2659,517
104,屏東縣林邊鄉,18896,15.6233,1209
104,屏東縣南州鄉,10857,18.97,572
104,屏東縣佳冬鄉,19905,30.9842,642
104,屏東縣琉球鄉,12517,6.8018,1840
104,屏東縣車城鄉,8917,49.8517,179
104,屏東縣滿州鄉,7999,142.2013,56
104,屏東縣枋山鄉,5644,17.2697,327
104,屏東縣三地門鄉,7701,196.3965,39
104,屏東縣霧臺鄉,3329,278.796,12
104,屏東縣瑪家鄉,6769,78.7008,86
104,屏東縣泰武鄉,5217,118.6266,44
104,屏東縣來義鄉,7570,167.7756,45
104,屏東縣春日鄉,4806,160.001,30
104,屏東縣獅子鄉,4806,301.0018,16
104,屏東縣牡丹鄉,4767,181.8366,26
104,臺東縣臺東市,106759,109.7691,973
104,臺東縣成功鎮,14652,143.9939,102
104,臺東縣關山鎮,8923,58.7351,152
104,臺東縣卑南鄉,17507,412.6871,42
104,臺東縣大武鄉,6324,69.1454,91
104,臺東縣太麻里鄉,11374,96.6523,118
104,臺東縣東河鄉,8847,210.1908,42
104,臺東縣長濱鄉,7579,155.1868,49
104,臺東縣鹿野鄉,8107,89.698,90
104,臺東縣池上鄉,8488,82.6854,103
104,臺東縣綠島鄉,3775,15.0919,250
104,臺東縣延平鄉,3575,455.8805,8
104,臺東縣海端鄉,4322,880.0382,5
104,臺東縣達仁鄉,3589,306.4454,12
104,臺東縣金峰鄉,3586,380.6635,9
104,臺東縣蘭嶼鄉,5045,48.3892,104
104,花蓮縣花蓮市,105724,29.4095,3595
104,花蓮縣鳳林鎮,11115,120.5181,92
104,花蓮縣玉里鎮,25013,252.3719,99
104,花蓮縣新城鄉,20216,29.4095,687
104,花蓮縣吉安鄉,83240,65.2582,1276
104,花蓮縣壽豐鄉,18195,218.4448,83
104,花蓮縣光復鄉,13219,157.11,84
104,花蓮縣豐濱鄉,4541,162.4332,28
104,花蓮縣瑞穗鄉,11926,135.5862,88
104,花蓮縣富里鄉,10633,176.3705,60
104,花蓮縣秀林鄉,15666,1641.8555,10
104,花蓮縣萬榮鄉,6420,618.491,10
104,花蓮縣卓溪鄉,6037,1021.313,6
104,澎湖縣馬公市,60924,33.9918,1792
104,澎湖縣湖西鄉,14413,33.3008,433
104,澎湖縣白沙鄉,9710,20.0875,483
104,澎湖縣西嶼鄉,8417,18.7148,450
104,澎湖縣望安鄉,5091,13.7824,369
104,澎湖縣七美鄉,3749,6.9868,537
104,基隆市中正區,52710,10.2118,5162
104,基隆市七堵區,54060,56.2659,961
104,基隆市暖暖區,38379,22.8283,1681
104,基隆市仁愛區,45626,4.2335,10777
104,基隆市中山區,48397,10.5238,4599
104,基隆市安樂區,81329,18.025,4512
104,基隆市信義區,51604,10.6706,4836
104,新竹市東區,208142,33.5768,6199
104,新竹市北區,149156,15.7267,9484
104,新竹市香山區,76762,54.8491,1400
104,嘉義市東區,122900,30.1556,4076
104,嘉義市西區,147466,29.87,4937
104,金門縣金城鎮,42344,21.713,1950
104,金門縣金湖鎮,28402,41.696,681
104,金門縣金沙鎮,20107,41.19,488
104,金門縣金寧鄉,28833,29.854,966
104,金門縣烈嶼鄉,12450,16.003,778
104,金門縣烏坵鄉,663,1.2,553
104,連江縣南竿鄉,7409,10.4,712
104,連江縣北竿鄉,2333,9.9,236
104,連江縣莒光鄉,1535,4.7,327
104,連江縣東引鄉,1270,3.8,334
104,東沙群島,…,2.38,…
104,南沙群島,…,0.4896,…
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
